Airline,Days from Purchase to Travel,Fare Type,Número de registros,Passenger Email,Person-1,Person,Purchase Date,Purchase Day,Origin,Destination,Route,Row ID,Ticket Price,Travel Date,TravelDay,Trips,Type of Traveler,Insure,Sex
Southwest,73,Economy,1,rausman@vizpainter.com,Ruben Ausman,Ruben Ausman,01/02/2017,miércoles,DAL,PHX,DAL-PHX,658,131,15/04/2017,sábado,7,Casual,True,M
Southwest,26,Economy,1,rausman@vizpainter.com,Ruben Ausman,Ruben Ausman,22/02/2019,viernes,DAL,CLE,DAL-CLE,658,80,20/03/2019,miércoles,7,Casual,True,M
Southwest,26,Economy,1,rausman@vizpainter.com,Ruben Ausman,Ruben Ausman,22/02/2019,viernes,DAL,CLE,DAL-CLE,658,80,20/03/2019,miércoles,7,Casual,True,M
Southwest,83,Economy,1,rausman@vizpainter.com,Ruben Ausman,Ruben Ausman,05/10/2019,sábado,DAL,MDW,DAL-MDW,658,155,27/12/2019,viernes,7,Casual,True,M
Southwest,13,Business,1,rausman@vizpainter.com,Ruben Ausman,Ruben Ausman,02/04/2017,domingo,DAL,GRR,DAL-GRR,658,140,15/04/2017,sábado,7,Casual,True,M
Southwest,73,Economy,1,rausman@vizpainter.com,Ruben Ausman,Ruben Ausman,01/02/2017,miércoles,DAL,PHX,DAL-PHX,658,131,15/04/2017,sábado,7,Casual,True,M
Southwest,89,Business,1,rausman@vizpainter.com,Ruben Ausman,Ruben Ausman,16/01/2017,lunes,DAL,LGA,DAL-LGA,658,99,15/04/2017,sábado,7,Casual,True,M
United,71,Economy,1,rausman@vizpainter.com,Ruben Ausman,Ruben Ausman,05/04/2018,jueves,DFW,IAD,DFW-IAD,5668,118,15/06/2018,viernes,7,Casual,True,M
American Airlines,114,Economy,1,rausman@vizpainter.com,Ruben Ausman,Ruben Ausman,06/06/2016,lunes,DFW,JFK,DFW-JFK,8234,305,28/09/2016,miércoles,7,Casual,True,M
Southwest,13,Business,1,rausman@vizpainter.com,Ruben Ausman,Ruben Ausman,02/04/2017,domingo,DAL,GRR,DAL-GRR,658,140,15/04/2017,sábado,7,Casual,True,M
Southwest,89,Business,1,rausman@vizpainter.com,Ruben Ausman,Ruben Ausman,16/01/2017,lunes,DAL,LGA,DAL-LGA,658,99,15/04/2017,sábado,7,Casual,True,M
United,71,Economy,1,rausman@vizpainter.com,Ruben Ausman,Ruben Ausman,05/04/2018,jueves,DFW,IAD,DFW-IAD,5668,118,15/06/2018,viernes,7,Casual,True,M
Southwest,83,Economy,1,rausman@vizpainter.com,Ruben Ausman,Ruben Ausman,05/10/2019,sábado,DAL,MDW,DAL-MDW,658,155,27/12/2019,viernes,7,Casual,True,M
American Airlines,114,Economy,1,rausman@vizpainter.com,Ruben Ausman,Ruben Ausman,06/06/2016,lunes,DFW,JFK,DFW-JFK,8234,305,28/09/2016,miércoles,7,Casual,True,M
United,114,Business,1,rdartt@vizpainter.com,Ruben Dartt,Ruben Dartt,13/07/2019,sábado,DFW,COS,DFW-COS,8226,264,04/11/2019,lunes,1,Infrequent,True,M
United,114,Business,1,rdartt@vizpainter.com,Ruben Dartt,Ruben Dartt,13/07/2019,sábado,DFW,COS,DFW-COS,8226,264,04/11/2019,lunes,1,Infrequent,True,M
Southwest,17,Economy,1,rapplegate@vizpainter.com,Russell Applegate,Russell Applegate,12/09/2017,martes,DAL,PHX,DAL-PHX,660,159,29/09/2017,viernes,7,Casual,True,M
Southwest,51,Economy,1,rapplegate@vizpainter.com,Russell Applegate,Russell Applegate,13/09/2019,viernes,DAL,HOU,DAL-HOU,660,147,03/11/2019,domingo,7,Casual,True,M
Southwest,30,Business,1,rapplegate@vizpainter.com,Russell Applegate,Russell Applegate,04/10/2019,viernes,DAL,SLC,DAL-SLC,660,132,03/11/2019,domingo,7,Casual,True,M
Southwest,41,First Class,1,rapplegate@vizpainter.com,Russell Applegate,Russell Applegate,27/09/2018,jueves,DAL,ATL,DAL-ATL,660,308,07/11/2018,miércoles,7,Casual,True,M
Southwest,17,Economy,1,rapplegate@vizpainter.com,Russell Applegate,Russell Applegate,12/09/2017,martes,DAL,PHX,DAL-PHX,660,159,29/09/2017,viernes,7,Casual,True,M
Southwest,17,Economy,1,rapplegate@vizpainter.com,Russell Applegate,Russell Applegate,12/09/2017,martes,DAL,HOU,DAL-HOU,660,64,29/09/2017,viernes,7,Casual,True,M
Southwest,55,Economy,1,rapplegate@vizpainter.com,Russell Applegate,Russell Applegate,03/11/2016,jueves,DAL,GRR,DAL-GRR,660,77,28/12/2016,miércoles,7,Casual,True,M
Southwest,30,Business,1,rapplegate@vizpainter.com,Russell Applegate,Russell Applegate,04/10/2019,viernes,DAL,SLC,DAL-SLC,660,132,03/11/2019,domingo,7,Casual,True,M
Southwest,51,Economy,1,rapplegate@vizpainter.com,Russell Applegate,Russell Applegate,13/09/2019,viernes,DAL,HOU,DAL-HOU,660,147,03/11/2019,domingo,7,Casual,True,M
Southwest,17,Economy,1,rapplegate@vizpainter.com,Russell Applegate,Russell Applegate,12/09/2017,martes,DAL,HOU,DAL-HOU,660,64,29/09/2017,viernes,7,Casual,True,M
Delta,79,Economy,1,rapplegate@vizpainter.com,Russell Applegate,Russell Applegate,16/08/2019,viernes,DFW,SEA,DFW-SEA,2567,145,03/11/2019,domingo,7,Casual,True,M
Delta,79,Economy,1,rapplegate@vizpainter.com,Russell Applegate,Russell Applegate,16/08/2019,viernes,DFW,SEA,DFW-SEA,2567,145,03/11/2019,domingo,7,Casual,True,M
Southwest,41,First Class,1,rapplegate@vizpainter.com,Russell Applegate,Russell Applegate,27/09/2018,jueves,DAL,ATL,DAL-ATL,660,308,07/11/2018,miércoles,7,Casual,True,M
Southwest,55,Economy,1,rapplegate@vizpainter.com,Russell Applegate,Russell Applegate,03/11/2016,jueves,DAL,GRR,DAL-GRR,660,77,28/12/2016,miércoles,7,Casual,True,M
Southwest,19,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,28/10/2019,lunes,DAL,LGA,DAL-LGA,661,117,16/11/2019,sábado,9,Casual,True,M
Southwest,20,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,27/10/2019,domingo,DAL,AUS,DAL-AUS,661,133,16/11/2019,sábado,9,Casual,True,M
Southwest,106,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,24/09/2016,sábado,DAL,AUS,DAL-AUS,661,132,08/01/2017,domingo,9,Casual,True,M
Southwest,70,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,24/09/2017,domingo,DAL,MDW,DAL-MDW,661,84,03/12/2017,domingo,9,Casual,True,M
Southwest,23,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,10/11/2017,viernes,DAL,GRR,DAL-GRR,661,152,03/12/2017,domingo,9,Casual,True,M
Southwest,22,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,11/11/2017,sábado,DAL,LAS,DAL-LAS,661,154,03/12/2017,domingo,9,Casual,True,M
Southwest,29,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,04/11/2017,sábado,DAL,ATL,DAL-ATL,661,129,03/12/2017,domingo,9,Casual,True,M
American Airlines,54,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,10/10/2017,martes,DFW,GRB,DFW-GRB,624,149,03/12/2017,domingo,9,Casual,True,M
American Airlines,54,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,10/10/2017,martes,DFW,GRB,DFW-GRB,624,149,03/12/2017,domingo,9,Casual,True,M
American Airlines,29,First Class,1,,Russell D'Ascenzo,Russell D'Ascenzo,10/12/2016,sábado,DFW,COS,DFW-COS,3901,327,08/01/2017,domingo,9,Casual,True,M
Southwest,20,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,27/10/2019,domingo,DAL,AUS,DAL-AUS,661,133,16/11/2019,sábado,9,Casual,True,M
Southwest,106,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,24/09/2016,sábado,DAL,AUS,DAL-AUS,661,132,08/01/2017,domingo,9,Casual,True,M
Southwest,29,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,04/11/2017,sábado,DAL,ATL,DAL-ATL,661,129,03/12/2017,domingo,9,Casual,True,M
Southwest,23,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,10/11/2017,viernes,DAL,GRR,DAL-GRR,661,152,03/12/2017,domingo,9,Casual,True,M
Southwest,19,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,28/10/2019,lunes,DAL,LGA,DAL-LGA,661,117,16/11/2019,sábado,9,Casual,True,M
Southwest,70,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,24/09/2017,domingo,DAL,MDW,DAL-MDW,661,84,03/12/2017,domingo,9,Casual,True,M
American Airlines,29,First Class,1,,Russell D'Ascenzo,Russell D'Ascenzo,10/12/2016,sábado,DFW,COS,DFW-COS,3901,327,08/01/2017,domingo,9,Casual,True,M
Southwest,22,Economy,1,,Russell D'Ascenzo,Russell D'Ascenzo,11/11/2017,sábado,DAL,LAS,DAL-LAS,661,154,03/12/2017,domingo,9,Casual,True,M
Southwest,13,Economy,1,rakin@vizpainter.com,Ryan Akin,Ryan Akin,14/12/2019,sábado,DAL,GRR,DAL-GRR,662,73,27/12/2019,viernes,1,Infrequent,True,M
Southwest,13,Economy,1,rakin@vizpainter.com,Ryan Akin,Ryan Akin,14/12/2019,sábado,DAL,GRR,DAL-GRR,662,73,27/12/2019,viernes,1,Infrequent,True,M
Southwest,32,Business,1,rcrowe@vizpainter.com,Ryan Crowe,Ryan Crowe,29/05/2019,miércoles,DAL,SLC,DAL-SLC,663,123,30/06/2019,domingo,7,Casual,True,M
Southwest,29,Economy,1,rcrowe@vizpainter.com,Ryan Crowe,Ryan Crowe,29/07/2018,domingo,DAL,HOU,DAL-HOU,663,98,27/08/2018,lunes,7,Casual,True,M
Southwest,63,First Class,1,rcrowe@vizpainter.com,Ryan Crowe,Ryan Crowe,22/01/2017,domingo,DAL,ELP,DAL-ELP,663,308,26/03/2017,domingo,7,Casual,True,M
Southwest,7,Economy,1,rcrowe@vizpainter.com,Ryan Crowe,Ryan Crowe,19/03/2017,domingo,DAL,MDW,DAL-MDW,663,158,26/03/2017,domingo,7,Casual,True,M
United,37,First Class,1,rcrowe@vizpainter.com,Ryan Crowe,Ryan Crowe,25/06/2016,sábado,DFW,SLC,DFW-SLC,7341,669,01/08/2016,lunes,7,Casual,True,M
Southwest,32,Business,1,rcrowe@vizpainter.com,Ryan Crowe,Ryan Crowe,29/05/2019,miércoles,DAL,SLC,DAL-SLC,663,123,30/06/2019,domingo,7,Casual,True,M
Delta,45,Economy,1,rcrowe@vizpainter.com,Ryan Crowe,Ryan Crowe,16/05/2019,jueves,DFW,ELP,DFW-ELP,1563,96,30/06/2019,domingo,7,Casual,True,M
Southwest,63,First Class,1,rcrowe@vizpainter.com,Ryan Crowe,Ryan Crowe,22/01/2017,domingo,DAL,ELP,DAL-ELP,663,308,26/03/2017,domingo,7,Casual,True,M
Southwest,29,Economy,1,rcrowe@vizpainter.com,Ryan Crowe,Ryan Crowe,29/07/2018,domingo,DAL,HOU,DAL-HOU,663,98,27/08/2018,lunes,7,Casual,True,M
United,40,Business,1,rcrowe@vizpainter.com,Ryan Crowe,Ryan Crowe,22/10/2016,sábado,DFW,GRB,DFW-GRB,5549,308,01/12/2016,jueves,7,Casual,True,M
United,37,First Class,1,rcrowe@vizpainter.com,Ryan Crowe,Ryan Crowe,25/06/2016,sábado,DFW,SLC,DFW-SLC,7341,669,01/08/2016,lunes,7,Casual,True,M
United,40,Business,1,rcrowe@vizpainter.com,Ryan Crowe,Ryan Crowe,22/10/2016,sábado,DFW,GRB,DFW-GRB,5549,308,01/12/2016,jueves,7,Casual,True,M
Delta,45,Economy,1,rcrowe@vizpainter.com,Ryan Crowe,Ryan Crowe,16/05/2019,jueves,DFW,ELP,DFW-ELP,1563,96,30/06/2019,domingo,7,Casual,True,M
Southwest,7,Economy,1,rcrowe@vizpainter.com,Ryan Crowe,Ryan Crowe,19/03/2017,domingo,DAL,MDW,DAL-MDW,663,158,26/03/2017,domingo,7,Casual,True,M
Southwest,46,Business,1,shughsby@vizpainter.com,Sally Hughsby,Sally Hughsby,22/09/2016,jueves,DAL,PHX,DAL-PHX,664,139,07/11/2016,lunes,4,Infrequent,True,F
Southwest,46,Business,1,shughsby@vizpainter.com,Sally Hughsby,Sally Hughsby,22/09/2016,jueves,DAL,PHX,DAL-PHX,664,139,07/11/2016,lunes,4,Infrequent,True,F
Southwest,74,Economy,1,shughsby@vizpainter.com,Sally Hughsby,Sally Hughsby,25/08/2016,jueves,DAL,HOU,DAL-HOU,664,82,07/11/2016,lunes,4,Infrequent,True,F
Southwest,46,Business,1,shughsby@vizpainter.com,Sally Hughsby,Sally Hughsby,22/09/2016,jueves,DAL,HOU,DAL-HOU,664,150,07/11/2016,lunes,4,Infrequent,True,F
Southwest,74,Economy,1,shughsby@vizpainter.com,Sally Hughsby,Sally Hughsby,25/08/2016,jueves,DAL,HOU,DAL-HOU,664,82,07/11/2016,lunes,4,Infrequent,True,F
Southwest,46,Business,1,shughsby@vizpainter.com,Sally Hughsby,Sally Hughsby,22/09/2016,jueves,DAL,HOU,DAL-HOU,664,150,07/11/2016,lunes,4,Infrequent,True,F
Delta,17,Economy,1,shughsby@vizpainter.com,Sally Hughsby,Sally Hughsby,08/12/2016,jueves,DFW,SAN,DFW-SAN,9522,124,25/12/2016,domingo,4,Infrequent,True,F
Delta,17,Economy,1,shughsby@vizpainter.com,Sally Hughsby,Sally Hughsby,08/12/2016,jueves,DFW,SAN,DFW-SAN,9522,124,25/12/2016,domingo,4,Infrequent,True,F
Southwest,18,Economy,1,sknutson@vizpainter.com,Sally Knutson,Sally Knutson,04/05/2019,sábado,DAL,HOU,DAL-HOU,665,112,22/05/2019,miércoles,4,Infrequent,True,F
Southwest,14,First Class,1,sknutson@vizpainter.com,Sally Knutson,Sally Knutson,08/05/2019,miércoles,DAL,MDW,DAL-MDW,665,299,22/05/2019,miércoles,4,Infrequent,True,F
Southwest,133,Business,1,sknutson@vizpainter.com,Sally Knutson,Sally Knutson,09/01/2019,miércoles,DAL,HOU,DAL-HOU,665,86,22/05/2019,miércoles,4,Infrequent,True,F
Southwest,18,Economy,1,sknutson@vizpainter.com,Sally Knutson,Sally Knutson,04/05/2019,sábado,DAL,HOU,DAL-HOU,665,112,22/05/2019,miércoles,4,Infrequent,True,F
Southwest,133,Business,1,sknutson@vizpainter.com,Sally Knutson,Sally Knutson,09/01/2019,miércoles,DAL,HOU,DAL-HOU,665,86,22/05/2019,miércoles,4,Infrequent,True,F
Delta,44,Business,1,sknutson@vizpainter.com,Sally Knutson,Sally Knutson,08/04/2019,lunes,DFW,JFK,DFW-JFK,4189,326,22/05/2019,miércoles,4,Infrequent,True,F
Southwest,14,First Class,1,sknutson@vizpainter.com,Sally Knutson,Sally Knutson,08/05/2019,miércoles,DAL,MDW,DAL-MDW,665,299,22/05/2019,miércoles,4,Infrequent,True,F
Delta,44,Business,1,sknutson@vizpainter.com,Sally Knutson,Sally Knutson,08/04/2019,lunes,DFW,JFK,DFW-JFK,4189,326,22/05/2019,miércoles,4,Infrequent,True,F
Southwest,20,First Class,1,smatthias@vizpainter.com,Sally Matthias,Sally Matthias,08/09/2018,sábado,DAL,PHX,DAL-PHX,666,289,28/09/2018,viernes,6,Casual,True,F
Southwest,41,Economy,1,smatthias@vizpainter.com,Sally Matthias,Sally Matthias,21/11/2018,miércoles,DAL,GRR,DAL-GRR,666,109,01/01/2019,martes,6,Casual,True,F
Southwest,40,Economy,1,smatthias@vizpainter.com,Sally Matthias,Sally Matthias,19/08/2018,domingo,DAL,ATL,DAL-ATL,666,122,28/09/2018,viernes,6,Casual,True,F
Southwest,42,Economy,1,smatthias@vizpainter.com,Sally Matthias,Sally Matthias,02/10/2018,martes,DAL,HOU,DAL-HOU,666,77,13/11/2018,martes,6,Casual,True,F
Southwest,21,Economy,1,smatthias@vizpainter.com,Sally Matthias,Sally Matthias,23/10/2018,martes,DAL,HOU,DAL-HOU,666,136,13/11/2018,martes,6,Casual,True,F
Southwest,20,First Class,1,smatthias@vizpainter.com,Sally Matthias,Sally Matthias,08/09/2018,sábado,DAL,PHX,DAL-PHX,666,289,28/09/2018,viernes,6,Casual,True,F
Southwest,42,Economy,1,smatthias@vizpainter.com,Sally Matthias,Sally Matthias,02/10/2018,martes,DAL,HOU,DAL-HOU,666,77,13/11/2018,martes,6,Casual,True,F
Southwest,21,Economy,1,smatthias@vizpainter.com,Sally Matthias,Sally Matthias,23/10/2018,martes,DAL,HOU,DAL-HOU,666,136,13/11/2018,martes,6,Casual,True,F
Delta,30,First Class,1,smatthias@vizpainter.com,Sally Matthias,Sally Matthias,29/08/2018,miércoles,DFW,CMH,DFW-CMH,3621,502,28/09/2018,viernes,6,Casual,True,F
Southwest,40,Economy,1,smatthias@vizpainter.com,Sally Matthias,Sally Matthias,19/08/2018,domingo,DAL,ATL,DAL-ATL,666,122,28/09/2018,viernes,6,Casual,True,F
Southwest,41,Economy,1,smatthias@vizpainter.com,Sally Matthias,Sally Matthias,21/11/2018,miércoles,DAL,GRR,DAL-GRR,666,109,01/01/2019,martes,6,Casual,True,F
Delta,30,First Class,1,smatthias@vizpainter.com,Sally Matthias,Sally Matthias,29/08/2018,miércoles,DFW,CMH,DFW-CMH,3621,502,28/09/2018,viernes,6,Casual,True,F
Southwest,33,Economy,1,scraven@vizpainter.com,Sam Craven,Sam Craven,06/11/2019,miércoles,DAL,LGA,DAL-LGA,667,131,09/12/2019,lunes,5,Casual,True,F
Southwest,26,Business,1,scraven@vizpainter.com,Sam Craven,Sam Craven,14/02/2019,jueves,DAL,SEA,DAL-SEA,667,85,12/03/2019,martes,5,Casual,True,F
Southwest,29,Economy,1,scraven@vizpainter.com,Sam Craven,Sam Craven,11/02/2019,lunes,DAL,HOU,DAL-HOU,667,101,12/03/2019,martes,5,Casual,True,F
Southwest,117,Business,1,scraven@vizpainter.com,Sam Craven,Sam Craven,16/05/2019,jueves,DAL,AUS,DAL-AUS,667,164,10/09/2019,martes,5,Casual,True,F
Southwest,29,Economy,1,scraven@vizpainter.com,Sam Craven,Sam Craven,11/02/2019,lunes,DAL,HOU,DAL-HOU,667,101,12/03/2019,martes,5,Casual,True,F
Southwest,26,Business,1,scraven@vizpainter.com,Sam Craven,Sam Craven,14/02/2019,jueves,DAL,SEA,DAL-SEA,667,85,12/03/2019,martes,5,Casual,True,F
American Airlines,16,Economy,1,scraven@vizpainter.com,Sam Craven,Sam Craven,25/08/2019,domingo,DFW,COS,DFW-COS,3178,78,10/09/2019,martes,5,Casual,True,F
Southwest,117,Business,1,scraven@vizpainter.com,Sam Craven,Sam Craven,16/05/2019,jueves,DAL,AUS,DAL-AUS,667,164,10/09/2019,martes,5,Casual,True,F
Southwest,33,Economy,1,scraven@vizpainter.com,Sam Craven,Sam Craven,06/11/2019,miércoles,DAL,LGA,DAL-LGA,667,131,09/12/2019,lunes,5,Casual,True,F
American Airlines,16,Economy,1,scraven@vizpainter.com,Sam Craven,Sam Craven,25/08/2019,domingo,DFW,COS,DFW-COS,3178,78,10/09/2019,martes,5,Casual,True,F
Southwest,37,Business,1,szeldin@vizpainter.com,Sam Zeldin,Sam Zeldin,24/10/2017,martes,DAL,OKC,DAL-OKC,668,88,30/11/2017,jueves,2,Infrequent,True,M
Delta,124,First Class,1,szeldin@vizpainter.com,Sam Zeldin,Sam Zeldin,29/07/2017,sábado,DFW,MCO,DFW-MCO,4271,598,30/11/2017,jueves,2,Infrequent,True,M
Southwest,37,Business,1,szeldin@vizpainter.com,Sam Zeldin,Sam Zeldin,24/10/2017,martes,DAL,OKC,DAL-OKC,668,88,30/11/2017,jueves,2,Infrequent,True,M
Delta,124,First Class,1,szeldin@vizpainter.com,Sam Zeldin,Sam Zeldin,29/07/2017,sábado,DFW,MCO,DFW-MCO,4271,598,30/11/2017,jueves,2,Infrequent,True,M
United,13,Economy,1,scompany@vizpainter.com,Sample Company A,Sample Company A,27/02/2018,martes,DFW,MEM,DFW-MEM,8508,255,12/03/2018,lunes,7,Casual,True,M
Southwest,33,Economy,1,scompany@vizpainter.com,Sample Company A,Sample Company A,28/08/2019,miércoles,DAL,LAS,DAL-LAS,669,76,30/09/2019,lunes,7,Casual,True,M
United,35,Economy,1,scompany@vizpainter.com,Sample Company A,Sample Company A,26/08/2019,lunes,DFW,SLC,DFW-SLC,4564,456,30/09/2019,lunes,7,Casual,True,M
United,33,Economy,1,scompany@vizpainter.com,Sample Company A,Sample Company A,24/08/2017,jueves,DFW,SEA,DFW-SEA,7807,52,26/09/2017,martes,7,Casual,True,M
American Airlines,15,Economy,1,scompany@vizpainter.com,Sample Company A,Sample Company A,11/09/2017,lunes,DFW,JFK,DFW-JFK,7804,277,26/09/2017,martes,7,Casual,True,M
Delta,81,Business,1,scompany@vizpainter.com,Sample Company A,Sample Company A,22/09/2018,sábado,DFW,COS,DFW-COS,5525,229,12/12/2018,miércoles,7,Casual,True,M
Delta,101,Economy,1,scompany@vizpainter.com,Sample Company A,Sample Company A,08/12/2017,viernes,DFW,COS,DFW-COS,9170,159,19/03/2018,lunes,7,Casual,True,M
United,13,Economy,1,scompany@vizpainter.com,Sample Company A,Sample Company A,27/02/2018,martes,DFW,MEM,DFW-MEM,8508,255,12/03/2018,lunes,7,Casual,True,M
United,33,Economy,1,scompany@vizpainter.com,Sample Company A,Sample Company A,24/08/2017,jueves,DFW,SEA,DFW-SEA,7807,52,26/09/2017,martes,7,Casual,True,M
United,35,Economy,1,scompany@vizpainter.com,Sample Company A,Sample Company A,26/08/2019,lunes,DFW,SLC,DFW-SLC,4564,456,30/09/2019,lunes,7,Casual,True,M
American Airlines,15,Economy,1,scompany@vizpainter.com,Sample Company A,Sample Company A,11/09/2017,lunes,DFW,JFK,DFW-JFK,7804,277,26/09/2017,martes,7,Casual,True,M
Delta,81,Business,1,scompany@vizpainter.com,Sample Company A,Sample Company A,22/09/2018,sábado,DFW,COS,DFW-COS,5525,229,12/12/2018,miércoles,7,Casual,True,M
Delta,101,Economy,1,scompany@vizpainter.com,Sample Company A,Sample Company A,08/12/2017,viernes,DFW,COS,DFW-COS,9170,159,19/03/2018,lunes,7,Casual,True,M
Southwest,33,Economy,1,scompany@vizpainter.com,Sample Company A,Sample Company A,28/08/2019,miércoles,DAL,LAS,DAL-LAS,669,76,30/09/2019,lunes,7,Casual,True,M
Southwest,34,Economy,1,sflanagan@vizpainter.com,Sandra Flanagan,Sandra Flanagan,01/11/2019,viernes,DAL,PHX,DAL-PHX,670,94,05/12/2019,jueves,5,Casual,True,F
Southwest,34,Economy,1,sflanagan@vizpainter.com,Sandra Flanagan,Sandra Flanagan,01/11/2019,viernes,DAL,PHX,DAL-PHX,670,94,05/12/2019,jueves,5,Casual,True,F
Southwest,18,Economy,1,sflanagan@vizpainter.com,Sandra Flanagan,Sandra Flanagan,17/11/2019,domingo,DAL,LAS,DAL-LAS,670,65,05/12/2019,jueves,5,Casual,True,F
Southwest,29,Economy,1,sflanagan@vizpainter.com,Sandra Flanagan,Sandra Flanagan,04/09/2018,martes,DAL,HOU,DAL-HOU,670,134,03/10/2018,miércoles,5,Casual,True,F
Southwest,22,Economy,1,sflanagan@vizpainter.com,Sandra Flanagan,Sandra Flanagan,25/01/2017,miércoles,DAL,LAS,DAL-LAS,670,134,16/02/2017,jueves,5,Casual,True,F
Delta,79,Business,1,sflanagan@vizpainter.com,Sandra Flanagan,Sandra Flanagan,29/11/2016,martes,DFW,SLC,DFW-SLC,3273,472,16/02/2017,jueves,5,Casual,True,F
Southwest,29,Economy,1,sflanagan@vizpainter.com,Sandra Flanagan,Sandra Flanagan,04/09/2018,martes,DAL,HOU,DAL-HOU,670,134,03/10/2018,miércoles,5,Casual,True,F
Delta,79,Business,1,sflanagan@vizpainter.com,Sandra Flanagan,Sandra Flanagan,29/11/2016,martes,DFW,SLC,DFW-SLC,3273,472,16/02/2017,jueves,5,Casual,True,F
Southwest,18,Economy,1,sflanagan@vizpainter.com,Sandra Flanagan,Sandra Flanagan,17/11/2019,domingo,DAL,LAS,DAL-LAS,670,65,05/12/2019,jueves,5,Casual,True,F
Southwest,22,Economy,1,sflanagan@vizpainter.com,Sandra Flanagan,Sandra Flanagan,25/01/2017,miércoles,DAL,LAS,DAL-LAS,670,134,16/02/2017,jueves,5,Casual,True,F
Southwest,8,Economy,1,,Sandra Glassco,Sandra Glassco,17/04/2019,miércoles,DAL,GRR,DAL-GRR,671,120,25/04/2019,jueves,4,Infrequent,True,F
Southwest,132,First Class,1,sglassco@vizpainter.com,Sandra Glassco,Sandra Glassco,26/07/2018,jueves,DAL,HOU,DAL-HOU,671,225,05/12/2018,miércoles,4,Infrequent,True,F
Southwest,38,Economy,1,sglassco@vizpainter.com,Sandra Glassco,Sandra Glassco,28/10/2018,domingo,DAL,LAS,DAL-LAS,671,86,05/12/2018,miércoles,4,Infrequent,True,F
Southwest,132,First Class,1,sglassco@vizpainter.com,Sandra Glassco,Sandra Glassco,26/07/2018,jueves,DAL,HOU,DAL-HOU,671,225,05/12/2018,miércoles,4,Infrequent,True,F
United,15,Economy,1,,Sandra Glassco,Sandra Glassco,09/11/2018,viernes,DFW,SEA,DFW-SEA,5479,57,24/11/2018,sábado,4,Infrequent,True,F
United,15,Economy,1,,Sandra Glassco,Sandra Glassco,09/11/2018,viernes,DFW,SEA,DFW-SEA,5479,57,24/11/2018,sábado,4,Infrequent,True,F
Southwest,8,Economy,1,,Sandra Glassco,Sandra Glassco,17/04/2019,miércoles,DAL,GRR,DAL-GRR,671,120,25/04/2019,jueves,4,Infrequent,True,F
Southwest,38,Economy,1,sglassco@vizpainter.com,Sandra Glassco,Sandra Glassco,28/10/2018,domingo,DAL,LAS,DAL-LAS,671,86,05/12/2018,miércoles,4,Infrequent,True,F
Southwest,13,Business,1,schand@vizpainter.com,Sanjit Chand,Sanjit Chand,11/12/2019,miércoles,DAL,PHX,DAL-PHX,672,169,24/12/2019,martes,6,Casual,True,M
Southwest,25,Economy,1,schand@vizpainter.com,Sanjit Chand,Sanjit Chand,04/04/2019,jueves,DAL,CLE,DAL-CLE,672,135,29/04/2019,lunes,6,Casual,True,M
Southwest,23,First Class,1,schand@vizpainter.com,Sanjit Chand,Sanjit Chand,01/12/2019,domingo,DAL,HOU,DAL-HOU,672,234,24/12/2019,martes,6,Casual,True,M
Southwest,74,Economy,1,schand@vizpainter.com,Sanjit Chand,Sanjit Chand,14/02/2019,jueves,DAL,GRR,DAL-GRR,672,112,29/04/2019,lunes,6,Casual,True,M
Southwest,13,Business,1,schand@vizpainter.com,Sanjit Chand,Sanjit Chand,11/12/2019,miércoles,DAL,PHX,DAL-PHX,672,169,24/12/2019,martes,6,Casual,True,M
Southwest,25,Economy,1,schand@vizpainter.com,Sanjit Chand,Sanjit Chand,04/04/2019,jueves,DAL,CLE,DAL-CLE,672,135,29/04/2019,lunes,6,Casual,True,M
Southwest,47,Economy,1,schand@vizpainter.com,Sanjit Chand,Sanjit Chand,16/10/2018,martes,DAL,HOU,DAL-HOU,672,99,02/12/2018,domingo,6,Casual,True,M
Southwest,23,First Class,1,schand@vizpainter.com,Sanjit Chand,Sanjit Chand,01/12/2019,domingo,DAL,HOU,DAL-HOU,672,234,24/12/2019,martes,6,Casual,True,M
Southwest,47,Economy,1,schand@vizpainter.com,Sanjit Chand,Sanjit Chand,16/10/2018,martes,DAL,HOU,DAL-HOU,672,99,02/12/2018,domingo,6,Casual,True,M
American Airlines,30,Economy,1,schand@vizpainter.com,Sanjit Chand,Sanjit Chand,30/03/2019,sábado,DFW,GRB,DFW-GRB,2600,303,29/04/2019,lunes,6,Casual,True,M
